Seller ID,Sellers Main Category,Sign-up Time,Activation Time,1st Listing,1st Salable,1st Transaction,phe duyet,sau thu tuc,chuan bi,san pham dau tien
714,LifeStyle,8/29/2018,8/29/2018,10/9/2018,10/11/2018,10/15/2018,0,47,2,4
715,BBFF,3/15/2018,4/16/2018,4/11/2018,4/26/2018,4/24/2018,32,40,15,-2
716,BBFF,3/22/2018,4/12/2018,5/2/2018,5/3/2018,5/8/2018,21,47,1,5
717,BBFF,3/24/2018,3/29/2018,4/26/2018,5/5/2018,5/7/2018,5,44,9,2
718,Digital Service,3/27/2018,3/31/2018,5/4/2018,5/8/2018,9/20/2018,4,177,4,135
719,BBFF,4/10/2018,4/20/2018,5/18/2018,5/22/2018,5/23/2018,10,43,4,1
720,BBFF,4/11/2018,4/19/2018,4/26/2018,5/23/2018,6/8/2018,8,58,27,16
721,BBFF,4/11/2018,4/18/2018,5/15/2018,5/23/2018,5/23/2018,7,42,8,0
722,BBFF,4/23/2018,4/27/2018,5/24/2018,6/4/2018,6/9/2018,4,47,11,5
723,LifeStyle,4/24/2018,5/7/2018,6/4/2018,6/5/2018,6/6/2018,13,43,1,1
724,LifeStyle,5/22/2018,6/4/2018,6/29/2018,7/3/2018,7/2/2018,13,41,4,-1
725,LifeStyle,5/26/2018,6/19/2018,7/6/2018,7/7/2018,7/25/2018,24,60,1,18
726,BBFF,6/5/2018,6/25/2018,6/28/2018,7/17/2018,7/17/2018,20,42,19,0
727,LifeStyle,6/19/2018,8/3/2018,7/27/2018,7/31/2018,8/7/2018,45,49,4,7
728,LifeStyle,6/30/2018,6/30/2018,7/31/2018,8/11/2018,8/16/2018,0,47,11,5
729,BBFF,7/3/2018,7/24/2018,8/3/2018,8/14/2018,8/21/2018,21,49,11,7
730,BBFF,7/9/2018,7/12/2018,8/16/2018,8/20/2018,9/6/2018,3,59,4,17
731,BBFF,7/11/2018,7/12/2018,7/20/2018,8/22/2018,9/10/2018,1,61,33,19
732,BBFF,7/30/2018,8/10/2018,8/29/2018,9/10/2018,9/11/2018,11,43,12,1
733,BBFF,8/2/2018,8/13/2018,9/13/2018,9/13/2018,9/14/2018,11,43,0,1
734,BBFF,8/2/2018,8/9/2018,9/6/2018,9/13/2018,9/20/2018,7,49,7,7
735,BBFF,8/5/2018,8/16/2018,8/29/2018,9/16/2018,10/9/2018,11,65,18,23
736,Electronic,8/18/2018,9/6/2018,9/24/2018,9/29/2018,10/5/2018,19,48,5,6
737,BBFF,8/23/2018,8/29/2018,9/10/2018,10/4/2018,10/4/2018,6,42,24,0
738,BBFF,2/1/2018,3/5/2018,2/7/2018,3/14/2018,3/16/2018,32,43,35,2
739,BBFF,2/1/2018,3/1/2018,2/12/2018,3/14/2018,3/17/2018,28,44,30,3
740,LifeStyle,2/9/2018,3/15/2018,3/15/2018,3/22/2018,3/28/2018,34,47,7,6
741,Electronic,2/9/2018,2/28/2018,3/15/2018,3/22/2018,3/23/2018,19,42,7,1
742,BBFF,3/1/2018,4/3/2018,3/5/2018,4/11/2018,4/24/2018,33,54,37,13
743,BBFF,3/24/2018,3/29/2018,4/24/2018,5/4/2018,5/9/2018,5,46,10,5
744,Book,3/27/2018,3/28/2018,4/22/2018,5/7/2018,5/7/2018,1,41,15,0
745,LifeStyle,3/28/2018,3/30/2018,5/7/2018,5/8/2018,5/9/2018,2,42,1,1
746,BBFF,3/28/2018,3/29/2018,4/4/2018,5/8/2018,5/10/2018,1,43,34,2
747,LifeStyle,3/28/2018,3/29/2018,4/4/2018,5/8/2018,5/22/2018,1,55,34,14
748,BBFF,3/28/2018,3/29/2018,4/9/2018,5/8/2018,5/17/2018,1,50,29,9
749,Electronic,3/29/2018,4/5/2018,4/17/2018,5/9/2018,5/12/2018,7,44,22,3
750,Electronic,3/30/2018,4/12/2018,4/18/2018,5/10/2018,6/29/2018,13,91,22,50
751,Electronic,4/11/2018,4/19/2018,5/14/2018,5/22/2018,6/10/2018,8,60,8,19
752,LifeStyle,4/26/2018,4/27/2018,6/5/2018,6/6/2018,6/27/2018,1,62,1,21
753,BBFF,4/27/2018,4/27/2018,5/28/2018,6/7/2018,6/16/2018,0,50,10,9
754,BBFF,5/4/2018,5/18/2018,6/8/2018,6/14/2018,6/14/2018,14,41,6,0
755,LifeStyle,5/7/2018,5/30/2018,6/13/2018,6/17/2018,6/16/2018,23,40,4,-1
756,BBFF,5/8/2018,5/21/2018,6/5/2018,6/18/2018,6/23/2018,13,46,13,5
757,LifeStyle,5/13/2018,6/6/2018,6/22/2018,6/23/2018,6/25/2018,24,43,1,2
758,BBFF,5/22/2018,6/6/2018,6/25/2018,7/2/2018,7/27/2018,15,66,7,25
759,Electronic,5/24/2018,6/1/2018,6/28/2018,7/4/2018,7/5/2018,8,42,6,1
760,BBFF,5/25/2018,6/1/2018,7/4/2018,7/5/2018,8/13/2018,7,80,1,39
761,BBFF,6/6/2018,6/29/2018,6/13/2018,7/17/2018,8/4/2018,23,59,34,18
762,LifeStyle,7/5/2018,7/18/2018,8/14/2018,8/15/2018,8/15/2018,13,41,1,0
763,LifeStyle,7/19/2018,8/27/2018,8/27/2018,8/29/2018,9/30/2018,39,73,2,32
764,BBFF,8/2/2018,8/15/2018,9/7/2018,9/12/2018,9/12/2018,13,41,5,0
765,BBFF,8/15/2018,8/20/2018,9/14/2018,9/25/2018,9/25/2018,5,41,11,0
766,Electronic,9/4/2018,9/10/2018,9/10/2018,10/15/2018,10/15/2018,6,41,35,0
767,LifeStyle,3/29/2018,4/5/2018,5/7/2018,5/8/2018,5/29/2018,7,61,1,21
768,BBFF,4/12/2018,4/23/2018,5/8/2018,5/22/2018,5/22/2018,11,40,14,0
769,Book,4/26/2018,5/31/2018,5/22/2018,6/5/2018,6/18/2018,35,53,14,13
770,LifeStyle,5/11/2018,6/1/2018,6/19/2018,6/20/2018,7/2/2018,21,52,1,12
771,LifeStyle,5/16/2018,6/11/2018,5/31/2018,6/25/2018,8/7/2018,26,83,25,43
772,Digital Service,5/25/2018,7/2/2018,7/2/2018,7/4/2018,7/5/2018,38,41,2,1
773,BBFF,6/13/2018,6/30/2018,7/19/2018,7/23/2018,7/30/2018,17,47,4,7
774,Electronic,6/15/2018,6/27/2018,7/18/2018,7/25/2018,7/25/2018,12,40,7,0
775,BBFF,7/19/2018,7/26/2018,8/27/2018,8/28/2018,10/3/2018,7,76,1,36
776,BBFF,8/9/2018,8/21/2018,9/17/2018,9/18/2018,9/21/2018,12,43,1,3
777,BBFF,1/29/2018,2/23/2018,3/6/2018,3/9/2018,3/11/2018,25,41,3,2
778,LifeStyle,2/8/2018,3/6/2018,3/13/2018,3/19/2018,3/21/2018,26,41,6,2
779,BBFF,3/5/2018,3/26/2018,4/3/2018,4/13/2018,4/13/2018,21,39,10,0
780,BBFF,3/27/2018,3/28/2018,5/4/2018,5/5/2018,5/9/2018,1,43,1,4
781,Electronic,4/3/2018,4/20/2018,4/6/2018,5/12/2018,5/14/2018,17,41,36,2
782,LifeStyle,4/13/2018,4/24/2018,5/21/2018,5/22/2018,6/12/2018,11,60,1,21
783,BBFF,4/17/2018,4/19/2018,5/18/2018,5/26/2018,5/26/2018,2,39,8,0
784,BBFF,4/27/2018,6/21/2018,6/4/2018,6/5/2018,6/28/2018,55,62,1,23
785,LifeStyle,5/23/2018,6/4/2018,6/26/2018,7/1/2018,7/6/2018,12,44,5,5
786,BBFF,5/24/2018,6/25/2018,6/26/2018,7/2/2018,7/2/2018,32,39,6,0
787,BBFF,6/13/2018,6/25/2018,6/30/2018,7/22/2018,7/18/2018,12,35,22,-4
788,LifeStyle,6/26/2018,7/30/2018,7/30/2018,8/4/2018,8/9/2018,34,44,5,5
789,BBFF,7/3/2018,7/16/2018,7/11/2018,8/11/2018,8/12/2018,13,40,31,1
790,BBFF,7/10/2018,7/25/2018,7/30/2018,8/18/2018,8/27/2018,15,48,19,9
791,LifeStyle,8/3/2018,8/7/2018,8/30/2018,9/11/2018,9/23/2018,4,51,12,12
792,BBFF,8/23/2018,8/28/2018,9/10/2018,10/1/2018,10/9/2018,5,47,21,8
793,Electronic,8/25/2018,8/28/2018,8/28/2018,10/3/2018,10/8/2018,3,44,36,5
794,BBFF,8/27/2018,8/28/2018,10/1/2018,10/5/2018,10/10/2018,1,44,4,5
795,Electronic,8/30/2018,9/7/2018,9/25/2018,10/8/2018,10/8/2018,8,39,13,0
796,LifeStyle,1/24/2018,3/2/2018,2/6/2018,3/3/2018,4/8/2018,37,74,25,36
797,BBFF,1/30/2018,2/22/2018,2/5/2018,3/9/2018,4/13/2018,23,73,32,35
798,BBFF,1/30/2018,2/8/2018,3/2/2018,3/9/2018,3/19/2018,9,48,7,10
799,BBFF,2/2/2018,3/1/2018,3/1/2018,3/12/2018,4/18/2018,27,75,11,37
800,LifeStyle,3/28/2018,3/31/2018,4/9/2018,5/5/2018,5/20/2018,3,53,26,15
801,BBFF,4/4/2018,4/26/2018,4/9/2018,5/12/2018,5/24/2018,22,50,33,12
802,BBFF,4/7/2018,4/20/2018,5/14/2018,5/15/2018,8/7/2018,13,122,1,84
803,LifeStyle,4/9/2018,4/16/2018,4/9/2018,5/17/2018,5/8/2018,7,29,38,-9
804,Digital Service,5/7/2018,6/11/2018,6/13/2018,6/14/2018,7/4/2018,35,58,1,20
805,BBFF,5/10/2018,5/30/2018,6/16/2018,6/17/2018,6/16/2018,20,37,1,-1
806,Electronic,5/16/2018,6/18/2018,6/18/2018,6/23/2018,6/28/2018,33,43,5,5
807,LifeStyle,5/19/2018,6/13/2018,6/21/2018,6/26/2018,6/27/2018,25,39,5,1
808,LifeStyle,5/21/2018,6/6/2018,5/22/2018,6/28/2018,7/9/2018,16,49,37,11
809,Book,6/14/2018,7/23/2018,7/12/2018,7/22/2018,7/23/2018,39,39,10,1
810,BBFF,6/18/2018,6/29/2018,7/23/2018,7/26/2018,7/28/2018,11,40,3,2
811,BBFF,6/18/2018,6/22/2018,7/21/2018,7/26/2018,7/26/2018,4,38,5,0
812,Digital Service,6/26/2018,8/3/2018,8/1/2018,8/3/2018,9/18/2018,38,84,2,46
813,BBFF,7/2/2018,7/11/2018,7/18/2018,8/9/2018,8/9/2018,9,38,22,0
814,LifeStyle,7/26/2018,8/22/2018,8/31/2018,9/2/2018,9/5/2018,27,41,2,3
815,BBFF,7/26/2018,7/30/2018,8/27/2018,9/2/2018,9/7/2018,4,43,6,5
816,LifeStyle,7/28/2018,7/31/2018,8/1/2018,9/4/2018,9/4/2018,3,38,34,0
817,BBFF,7/30/2018,8/17/2018,9/5/2018,9/6/2018,9/6/2018,18,38,1,0
818,BBFF,8/2/2018,9/5/2018,9/8/2018,9/9/2018,9/18/2018,34,47,1,9
819,BBFF,8/13/2018,8/22/2018,8/22/2018,9/20/2018,9/21/2018,9,39,29,1
820,LifeStyle,8/16/2018,8/17/2018,9/22/2018,9/23/2018,10/5/2018,1,50,1,12
821,BBFF,8/24/2018,8/28/2018,8/29/2018,10/1/2018,10/7/2018,4,44,33,6
822,BBFF,8/27/2018,8/31/2018,9/5/2018,10/4/2018,10/9/2018,4,43,29,5
823,BBFF,8/31/2018,8/31/2018,9/27/2018,10/8/2018,10/9/2018,0,39,11,1
824,Digital Service,9/7/2018,9/20/2018,9/25/2018,10/15/2018,10/18/2018,13,41,20,3
825,BBFF,9/7/2018,9/18/2018,10/3/2018,10/15/2018,10/16/2018,11,39,12,1
826,LifeStyle,1/29/2018,2/8/2018,2/27/2018,3/7/2018,3/7/2018,10,37,8,0
827,BBFF,2/5/2018,3/13/2018,3/2/2018,3/14/2018,3/15/2018,36,38,12,1
828,LifeStyle,3/12/2018,4/12/2018,4/6/2018,4/18/2018,4/30/2018,31,49,12,12
829,BBFF,3/20/2018,4/13/2018,4/9/2018,4/26/2018,4/23/2018,24,34,17,-3
830,Electronic,3/22/2018,4/5/2018,4/27/2018,4/28/2018,5/4/2018,14,43,1,6
831,BBFF,4/3/2018,5/3/2018,4/17/2018,5/10/2018,5/26/2018,30,53,23,16
832,Digital Service,4/11/2018,5/14/2018,5/14/2018,5/18/2018,7/13/2018,33,93,4,56
833,Book,4/23/2018,5/11/2018,5/3/2018,5/30/2018,6/12/2018,18,50,27,13
834,BBFF,4/30/2018,5/4/2018,6/1/2018,6/6/2018,6/8/2018,4,39,5,2
835,LifeStyle,5/3/2018,5/11/2018,5/15/2018,6/9/2018,6/8/2018,8,36,25,-1
836,Book,5/6/2018,6/5/2018,6/8/2018,6/12/2018,6/13/2018,30,38,4,1
837,BBFF,5/8/2018,6/14/2018,6/13/2018,6/14/2018,8/16/2018,37,100,1,63
838,BBFF,5/11/2018,5/18/2018,6/15/2018,6/17/2018,6/20/2018,7,40,2,3
839,BBFF,5/21/2018,5/22/2018,6/15/2018,6/27/2018,6/28/2018,1,38,12,1
840,BBFF,6/19/2018,6/29/2018,7/20/2018,7/26/2018,7/25/2018,10,36,6,-1
841,Book,6/25/2018,7/11/2018,7/17/2018,8/1/2018,7/27/2018,16,32,15,-5
842,LifeStyle,6/25/2018,6/30/2018,7/27/2018,8/1/2018,8/1/2018,5,37,5,0
843,LifeStyle,8/11/2018,8/20/2018,8/15/2018,9/17/2018,9/20/2018,9,40,33,3
844,BBFF,8/14/2018,8/29/2018,9/11/2018,9/20/2018,9/22/2018,15,39,9,2
845,LifeStyle,8/20/2018,8/29/2018,9/25/2018,9/26/2018,9/26/2018,9,37,1,0
846,LifeStyle,8/20/2018,8/23/2018,8/23/2018,9/26/2018,10/15/2018,3,56,34,19
847,BBFF,8/22/2018,8/24/2018,9/26/2018,9/28/2018,10/2/2018,2,41,2,4
848,BBFF,8/23/2018,8/24/2018,8/31/2018,9/29/2018,9/28/2018,1,36,29,-1
849,BBFF,1/24/2018,2/23/2018,2/5/2018,3/1/2018,2/28/2018,30,35,24,-1
850,BBFF,2/26/2018,3/16/2018,3/7/2018,4/3/2018,4/4/2018,18,37,27,1
851,LifeStyle,3/27/2018,3/29/2018,4/11/2018,5/2/2018,5/4/2018,2,38,21,2
852,Digital Service,4/12/2018,4/20/2018,5/15/2018,5/18/2018,7/26/2018,8,105,3,69
853,BBFF,5/2/2018,5/4/2018,5/21/2018,6/7/2018,6/14/2018,2,43,17,7
854,BBFF,5/14/2018,5/31/2018,5/24/2018,6/19/2018,7/6/2018,17,53,26,17
855,Book,5/23/2018,6/25/2018,6/5/2018,6/28/2018,7/1/2018,33,39,23,3
856,BBFF,6/6/2018,7/5/2018,6/21/2018,7/12/2018,7/12/2018,29,36,21,0
857,Book,6/7/2018,7/10/2018,7/11/2018,7/13/2018,7/18/2018,33,41,2,5
858,BBFF,6/23/2018,7/13/2018,7/13/2018,7/29/2018,8/2/2018,20,40,16,4
859,BBFF,7/4/2018,7/30/2018,7/17/2018,8/9/2018,8/12/2018,26,39,23,3
860,BBFF,7/17/2018,7/31/2018,8/13/2018,8/22/2018,8/23/2018,14,37,9,1
861,BBFF,7/18/2018,8/7/2018,8/14/2018,8/23/2018,8/23/2018,20,36,9,0
862,BBFF,7/19/2018,7/26/2018,8/23/2018,8/24/2018,8/26/2018,7,38,1,2
863,Electronic,7/20/2018,7/24/2018,8/23/2018,8/25/2018,9/14/2018,4,56,2,20
864,BBFF,7/24/2018,8/10/2018,8/22/2018,8/29/2018,9/5/2018,17,43,7,7
865,BBFF,7/24/2018,7/29/2018,8/14/2018,8/29/2018,8/29/2018,5,36,15,0
866,BBFF,8/7/2018,8/7/2018,8/11/2018,9/12/2018,9/11/2018,0,35,32,-1
867,LifeStyle,8/9/2018,9/14/2018,9/7/2018,9/14/2018,9/14/2018,36,36,7,0
868,LifeStyle,8/16/2018,8/23/2018,9/14/2018,9/21/2018,10/17/2018,7,62,7,26
869,BBFF,8/22/2018,8/23/2018,9/14/2018,9/27/2018,10/3/2018,1,42,13,6
870,BBFF,8/27/2018,8/28/2018,9/28/2018,10/2/2018,10/11/2018,1,45,4,9
871,BBFF,8/29/2018,8/29/2018,9/6/2018,10/4/2018,10/9/2018,0,41,28,5
872,BBFF,9/10/2018,9/14/2018,9/28/2018,10/16/2018,10/17/2018,4,37,18,1
873,BBFF,1/29/2018,2/23/2018,2/7/2018,3/5/2018,3/5/2018,25,35,26,0
874,LifeStyle,2/1/2018,2/13/2018,2/27/2018,3/8/2018,3/8/2018,12,35,9,0
875,Electronic,3/24/2018,3/28/2018,4/4/2018,4/28/2018,5/1/2018,4,38,24,3
876,LifeStyle,4/6/2018,5/7/2018,5/8/2018,5/11/2018,5/31/2018,31,55,3,20
877,LifeStyle,4/11/2018,4/20/2018,5/10/2018,5/16/2018,6/20/2018,9,70,6,35
878,Book,4/12/2018,4/20/2018,5/14/2018,5/17/2018,6/2/2018,8,51,3,16
879,Electronic,4/13/2018,5/14/2018,4/23/2018,5/18/2018,6/23/2018,31,71,25,36
880,BBFF,4/18/2018,5/15/2018,5/22/2018,5/23/2018,5/24/2018,27,36,1,1
881,BBFF,4/25/2018,6/20/2018,5/30/2018,5/30/2018,7/14/2018,56,80,0,45
882,BBFF,5/1/2018,5/4/2018,5/31/2018,6/5/2018,7/22/2018,3,82,5,47
883,LifeStyle,5/4/2018,5/14/2018,5/20/2018,6/8/2018,6/12/2018,10,39,19,4
884,BBFF,5/10/2018,5/11/2018,5/25/2018,6/14/2018,6/14/2018,1,35,20,0
885,BBFF,5/10/2018,5/11/2018,6/12/2018,6/14/2018,6/24/2018,1,45,2,10
886,Electronic,5/18/2018,5/23/2018,6/21/2018,6/22/2018,6/23/2018,5,36,1,1
887,BBFF,5/24/2018,6/6/2018,6/21/2018,6/28/2018,6/29/2018,13,36,7,1
888,BBFF,5/30/2018,6/1/2018,7/1/2018,7/4/2018,7/10/2018,2,41,3,6
889,LifeStyle,6/6/2018,6/19/2018,6/21/2018,7/11/2018,7/14/2018,13,38,20,3
890,BBFF,6/19/2018,7/23/2018,7/20/2018,7/24/2018,8/3/2018,34,45,4,10
891,LifeStyle,6/21/2018,7/25/2018,7/11/2018,7/26/2018,7/27/2018,34,36,15,1
892,BBFF,6/25/2018,7/27/2018,7/27/2018,7/30/2018,9/1/2018,32,68,3,33
893,BBFF,7/10/2018,7/27/2018,8/7/2018,8/14/2018,9/7/2018,17,59,7,24
894,BBFF,7/17/2018,8/21/2018,8/14/2018,8/21/2018,9/8/2018,35,53,7,18
895,BBFF,8/2/2018,8/7/2018,9/6/2018,9/6/2018,9/7/2018,5,36,0,1
896,BBFF,8/9/2018,8/21/2018,9/12/2018,9/13/2018,9/25/2018,12,47,1,12
897,BBFF,8/16/2018,8/22/2018,8/22/2018,9/20/2018,10/3/2018,6,48,29,13
898,BBFF,8/24/2018,9/1/2018,9/20/2018,9/28/2018,10/1/2018,8,38,8,3
899,LifeStyle,8/28/2018,8/29/2018,10/1/2018,10/2/2018,10/8/2018,1,41,1,6
900,BBFF,8/30/2018,8/30/2018,10/1/2018,10/4/2018,10/16/2018,0,47,3,12
901,BBFF,9/5/2018,9/12/2018,9/12/2018,10/10/2018,10/10/2018,7,35,28,0
902,BBFF,3/5/2018,3/27/2018,4/2/2018,4/8/2018,4/11/2018,22,37,6,3
903,Electronic,3/9/2018,3/26/2018,4/11/2018,4/12/2018,4/19/2018,17,41,1,7
904,BBFF,3/23/2018,3/28/2018,4/13/2018,4/26/2018,4/26/2018,5,34,13,0
905,Digital Service,4/19/2018,5/22/2018,5/8/2018,5/23/2018,6/1/2018,33,43,15,9
906,BBFF,5/10/2018,6/19/2018,6/12/2018,6/13/2018,7/6/2018,40,57,1,23
907,BBFF,5/14/2018,5/17/2018,5/31/2018,6/17/2018,8/6/2018,3,84,17,50
908,BBFF,5/16/2018,6/4/2018,6/18/2018,6/19/2018,6/24/2018,19,39,1,5
909,LifeStyle,5/30/2018,6/18/2018,7/2/2018,7/3/2018,7/8/2018,19,39,1,5
910,BBFF,6/5/2018,6/5/2018,7/6/2018,7/9/2018,7/9/2018,0,34,3,0
911,BBFF,6/18/2018,7/17/2018,7/9/2018,7/22/2018,7/20/2018,29,32,13,-2
912,BBFF,7/10/2018,7/20/2018,8/9/2018,8/13/2018,10/12/2018,10,94,4,60
913,Electronic,7/17/2018,7/23/2018,7/26/2018,8/20/2018,8/23/2018,6,37,25,3
914,Electronic,7/18/2018,7/20/2018,7/23/2018,8/21/2018,9/9/2018,2,53,29,19
915,BBFF,7/19/2018,8/20/2018,8/16/2018,8/22/2018,9/12/2018,32,55,6,21
916,BBFF,8/10/2018,8/21/2018,9/7/2018,9/13/2018,9/14/2018,11,35,6,1
917,Book,8/15/2018,8/25/2018,8/15/2018,9/18/2018,9/19/2018,10,35,34,1
918,LifeStyle,8/15/2018,8/16/2018,8/15/2018,9/18/2018,9/18/2018,1,34,34,0
919,BBFF,8/15/2018,8/16/2018,9/13/2018,9/18/2018,10/12/2018,1,58,5,24
920,BBFF,8/16/2018,8/20/2018,9/18/2018,9/19/2018,9/20/2018,4,35,1,1
921,Book,8/21/2018,8/30/2018,8/24/2018,9/24/2018,9/24/2018,9,34,31,0
922,BBFF,8/24/2018,8/27/2018,9/19/2018,9/27/2018,9/28/2018,3,35,8,1
923,Electronic,2/28/2018,3/13/2018,3/26/2018,4/2/2018,4/2/2018,13,33,7,0
924,BBFF,3/5/2018,3/29/2018,3/28/2018,4/7/2018,4/9/2018,24,35,10,2
925,BBFF,3/11/2018,3/27/2018,4/6/2018,4/13/2018,6/22/2018,16,103,7,70
926,LifeStyle,3/15/2018,4/11/2018,3/22/2018,4/17/2018,4/17/2018,27,33,26,0
927,LifeStyle,3/15/2018,4/10/2018,4/6/2018,4/17/2018,4/19/2018,26,35,11,2
928,LifeStyle,3/15/2018,4/2/2018,4/5/2018,4/17/2018,5/3/2018,18,49,12,16
929,BBFF,3/19/2018,3/30/2018,4/19/2018,4/21/2018,4/23/2018,11,35,2,2
930,BBFF,3/24/2018,3/29/2018,4/18/2018,4/26/2018,4/26/2018,5,33,8,0
931,Digital Service,3/24/2018,3/29/2018,4/19/2018,4/26/2018,4/30/2018,5,37,7,4
932,Electronic,3/24/2018,3/28/2018,4/18/2018,4/26/2018,4/23/2018,4,30,8,-3
933,BBFF,3/24/2018,3/28/2018,4/20/2018,4/26/2018,4/25/2018,4,32,6,-1
934,Book,4/5/2018,4/23/2018,4/16/2018,5/8/2018,5/10/2018,18,35,22,2
935,Digital Service,4/12/2018,5/8/2018,5/8/2018,5/15/2018,5/31/2018,26,49,7,16
936,Electronic,4/12/2018,4/20/2018,5/3/2018,5/15/2018,7/25/2018,8,104,12,71
937,Book,4/20/2018,4/26/2018,5/22/2018,5/23/2018,6/9/2018,6,50,1,17
938,Electronic,4/26/2018,4/27/2018,5/7/2018,5/29/2018,6/9/2018,1,44,22,11
939,LifeStyle,4/26/2018,4/27/2018,5/29/2018,5/29/2018,5/31/2018,1,35,0,2
940,BBFF,4/27/2018,4/27/2018,5/31/2018,5/30/2018,6/20/2018,0,54,-1,21
941,LifeStyle,5/2/2018,5/7/2018,5/24/2018,6/4/2018,6/15/2018,5,44,11,11
942,Book,6/9/2018,6/11/2018,7/9/2018,7/12/2018,7/12/2018,2,33,3,0
943,BBFF,6/13/2018,7/12/2018,6/18/2018,7/16/2018,8/1/2018,29,49,28,16
944,BBFF,6/19/2018,7/11/2018,7/6/2018,7/22/2018,7/20/2018,22,31,16,-2
945,BBFF,6/21/2018,6/29/2018,7/13/2018,7/24/2018,7/24/2018,8,33,11,0
946,LifeStyle,7/1/2018,7/25/2018,7/31/2018,8/3/2018,8/3/2018,24,33,3,0
947,BBFF,7/4/2018,7/24/2018,8/6/2018,8/6/2018,9/18/2018,20,76,0,43
948,BBFF,7/13/2018,7/18/2018,7/26/2018,8/15/2018,8/16/2018,5,34,20,1
949,Electronic,7/27/2018,7/31/2018,8/27/2018,8/29/2018,9/16/2018,4,51,2,18
950,BBFF,8/17/2018,9/17/2018,9/18/2018,9/19/2018,9/23/2018,31,37,1,4
951,BBFF,8/27/2018,9/14/2018,9/28/2018,9/29/2018,10/1/2018,18,35,1,2
952,BBFF,8/31/2018,9/4/2018,9/30/2018,10/3/2018,10/2/2018,4,32,3,-1
953,BBFF,9/13/2018,9/26/2018,9/26/2018,10/16/2018,10/17/2018,13,34,20,1
954,BBFF,1/29/2018,2/23/2018,2/8/2018,3/2/2018,3/3/2018,25,33,22,1
955,Book,1/29/2018,2/8/2018,2/10/2018,3/2/2018,3/2/2018,10,32,20,0
956,LifeStyle,1/29/2018,2/6/2018,2/9/2018,3/2/2018,9/11/2018,8,225,21,193
957,LifeStyle,1/30/2018,2/13/2018,2/9/2018,3/3/2018,4/25/2018,14,85,22,53
958,BBFF,3/1/2018,3/15/2018,3/9/2018,4/2/2018,3/31/2018,14,30,24,-2
959,BBFF,3/2/2018,3/20/2018,3/5/2018,4/3/2018,4/3/2018,18,32,29,0
960,LifeStyle,4/10/2018,4/20/2018,4/26/2018,5/12/2018,7/8/2018,10,89,16,57
961,Electronic,4/20/2018,4/24/2018,5/17/2018,5/22/2018,5/23/2018,4,33,5,1
962,Electronic,5/16/2018,6/1/2018,6/9/2018,6/17/2018,6/16/2018,16,31,8,-1
963,BBFF,5/16/2018,5/18/2018,6/14/2018,6/17/2018,6/29/2018,2,44,3,12
964,BBFF,5/21/2018,6/4/2018,6/19/2018,6/22/2018,6/22/2018,14,32,3,0
965,LifeStyle,5/22/2018,7/18/2018,6/22/2018,6/23/2018,7/21/2018,57,60,1,28
966,BBFF,5/22/2018,5/29/2018,6/22/2018,6/23/2018,10/3/2018,7,134,1,102
967,BBFF,6/2/2018,6/6/2018,7/2/2018,7/4/2018,9/22/2018,4,112,2,80
968,BBFF,6/2/2018,6/5/2018,6/29/2018,7/4/2018,7/8/2018,3,36,5,4
969,BBFF,6/9/2018,6/18/2018,7/5/2018,7/11/2018,7/12/2018,9,33,6,1
970,BBFF,6/14/2018,6/25/2018,7/12/2018,7/16/2018,7/18/2018,11,34,4,2
971,LifeStyle,6/20/2018,7/19/2018,7/20/2018,7/22/2018,7/24/2018,29,34,2,2
972,BBFF,6/20/2018,7/6/2018,7/17/2018,7/22/2018,7/19/2018,16,29,5,-3
973,BBFF,6/26/2018,7/12/2018,7/18/2018,7/28/2018,9/4/2018,16,70,10,38
974,Digital Service,7/9/2018,7/23/2018,7/18/2018,8/10/2018,8/10/2018,14,32,23,0
975,BBFF,7/10/2018,7/16/2018,8/7/2018,8/11/2018,8/13/2018,6,34,4,2
976,BBFF,7/19/2018,7/23/2018,8/16/2018,8/20/2018,8/21/2018,4,33,4,1
977,BBFF,7/23/2018,7/28/2018,8/23/2018,8/24/2018,8/27/2018,5,35,1,3
978,Digital Service,7/27/2018,8/27/2018,8/24/2018,8/28/2018,9/10/2018,31,45,4,13
979,BBFF,7/27/2018,7/30/2018,8/22/2018,8/28/2018,8/29/2018,3,33,6,1
980,LifeStyle,8/6/2018,8/14/2018,8/13/2018,9/7/2018,9/13/2018,8,38,25,6
981,BBFF,8/16/2018,8/21/2018,8/31/2018,9/17/2018,9/17/2018,5,32,17,0
982,BBFF,8/17/2018,8/24/2018,8/31/2018,9/18/2018,9/20/2018,7,34,18,2
983,BBFF,8/18/2018,8/23/2018,9/17/2018,9/19/2018,9/23/2018,5,36,2,4
984,LifeStyle,8/20/2018,8/23/2018,8/22/2018,9/21/2018,10/1/2018,3,42,30,10
985,BBFF,8/30/2018,8/30/2018,8/30/2018,10/1/2018,10/2/2018,0,33,32,1
986,LifeStyle,1/29/2018,2/13/2018,2/9/2018,3/1/2018,3/17/2018,15,47,20,16
987,BBFF,1/29/2018,2/9/2018,2/6/2018,3/1/2018,2/26/2018,11,28,23,-3
988,BBFF,1/29/2018,2/8/2018,2/8/2018,3/1/2018,2/26/2018,10,28,21,-3
